name,address,metro,price,area,price_per_sqm,district
Сдается магазин,"Новотетерки ул. , 8",Кусково,76000.0,30.003947887879985,2533.0,Другое
Сдается офис,"Ленинский просп. , 158",Тропарево,326000.0,111.30078525093889,2929.0,Другое
Сдается торговая площадь,"Маросейка ул. , 15",Китай-Город,1700000.0,154.9963530269876,10968.0,ЦАО
Сдается помещение свободного назначения,"Маросейка ул. , 15",Китай-Город,1700000.0,154.9963530269876,10968.0,ЦАО
Сдается офис,"Бойцовая ул. , 2/30",Преображенская площадь,4000.0,5.0,800.0,ВАО
Сдается помещение свободного назначения,"Николая Озерова ул. , 8к1",Спартак,180000.0,54.995417048579284,3273.0,Другое
Сдается помещение свободного назначения,"Бескудниковский бул. , 29К1",Селигерская,150000.0,75.0,2000.0,САО
Сдается офис,"Открытое ш. , 2К9А",Бульвар Рокоссовского,5000.0,1.0,5000.0,Другое
Сдается помещение свободного назначения,"Бойцовая ул. , 2/30",Преображенская площадь,28000.0,20.0,1400.0,ВАО
Сдается офис,"Солнцевский просп. , 13А",Солнцево,97500.0,46.2962962962963,2106.0,Другое
Сдается офис,"Солнцевский просп. , 13А",Солнцево,48000.0,18.299656881433474,2623.0,Другое
Сдается помещение свободного назначения,"Ржевская метро (МЦД-2) ( Восточный адм. округ ) Сокольнический Вал ул.                        , 1",Ржевская,170000.0,87.71929824561404,1938.0,САО
Сдается офис,"Семеновская наб. , 3/1к4",Электрозаводская,6000.0,12.0,500.0,ВАО
Сдается офис,"Солнцевский просп. , 13А",Солнцево,79000.0,35.892776010904136,2201.0,Другое
